商品长编码,体积（立方米）(WMS),商品名称,商品类型,商品剂型,规格,单位,装箱数,珠海仓码托数
E.A.001.EA0010077-01,0,汤臣倍健富硒酵母片（60片）-标签,产品,其他,,张,1,
F.A.41.FA41128,0,香薰石套装,产品,其他,,盒,1,1
E.A.023.EA0230023-01,0,Life-Space 口香益生菌微泡片（樱花桃桃）30片-标签,产品,其他,,张,1,
F.A.41.FA41127,0,儿童钙x男女多维产品礼袋,产品,其他,,个,1,1
F.A.40.FA41126,7.00E-06,25年家庭营养师包裹卡-特渠,产品,其他,,张,3000,36
D.B.04.DB040114-01,0,汤臣倍健DHA藻油磷脂酰丝氨酸软胶囊（60粒，非销售）,产品,其他,,张,1,
E.A.01.04.EA010445C-01,0,汤臣倍健胶原蛋白肽芦荟透明质酸片（60片）赠品-标签,产品,其他,,张,1,
A.A.001.AA0010077,0,汤臣倍健富硒酵母片（60片）,产品,片剂,370mg/片*60片/瓶,瓶,1,
F.A.40.FA41124,0,小米手环9NFC版,产品,其他,,个,1,1
A.A.01.04.AA010445C,0,汤臣倍健胶原蛋白肽芦荟透明质酸片（60片）-赠品,产品,片剂,850mg /片*60片/瓶,瓶,96,42
A.A.001.AA0010054C,0,汤臣倍健钙维生素E蛋白粉（10g）,产品,粉剂,10g/袋,袋,1,
F.A.40.FA41125,0,健力多定制汗巾,产品,其他,,个,1,1
E.A.018.EA0180009A-01,0,Nature's Bay高钙成长精华饮（30袋)盒装-标签（背标）,产品,其他,,张,1,
D.B.04.DB040113-01,0,健力多氨糖软骨素加钙片标签（研发专用）,产品,其他,,张,1,
F.A.40.FA41118,0,【健视佳】瓶身眨眼布偶,产品,其他,,个,1,1
A.A.027.AA0270017,0,BYHEALTH汤臣倍健高纯极地鱼油30粒,产品,软胶囊,830mg/粒*30粒/盒,盒,1,
D.B.04.DB040112-01,0,健安适水飞蓟葛根丹参片标签（研发非卖品）,产品,其他,,张,1,
C.01.CA010047,0,N-乙酰氨基葡萄糖,产品,其他,,公斤,1,1
C.01.CA010048,0,硫酸软骨素钠（低分子）,产品,其他,,公斤,1,1
D.A.05.DA06007-01,0,BYHEALTH汤臣倍健高纯极地鱼油30粒-外盒,产品,其他,830mg/粒*30粒/盒,个,1,
F.A.40.FA41117,0,天然博士DHA小展柜,产品,其他,,套,1,1
D.A.03.DA03246-16,0,汤臣倍健蜂胶软胶囊（60粒）彩盒,产品,,,个,1,
D.A.02.DA02524-02,0,全益能辅酶Q10软胶囊（8粒/板）铝箔,产品,其他,,公斤,1,
E.A.01.07.EA010714B-25,0,汤臣倍健蜂胶软胶囊（60粒）标签,产品,,150ml瓶签，艾利纸加光膜,张,1,
D.A.05.DA05738-02,0,全益能辅酶Q10软胶囊（48粒）彩盒,产品,其他,,个,1,
F.A.40.FA41114,0,爱马仕艺术家联名丝巾,产品,其他,,张,1,1
F.A.40.FA41115,0,天然博士品牌定制浴巾,产品,其他,,个,1,1
F.A.40.FA41113,0,爱马仕艺术家联名礼盒,产品,其他,,个,1,1
F.A.40.FA41116,0,Y25天然博士天猫跨境DM单,产品,其他,,张,1,1
F.A.40.FA41112,0,儿童弹射恐龙球球枪（天然博士标品）,产品,其他,,个,1,1
C.01.CA010046,0,L-茶氨酸,产品,其他,,公斤,1,1
F.A.40.FA41111,0,LSYB夏日组合小卡,产品,其他,一套7张,套,1,1
E.A.001.EA0010067A-01,0,韧龄多种矿物质维生素D维生素K软胶囊电商专供小包装（30粒）-标签,产品,其他,,张,1,
C.01.CA010044,0,南非醉茄提取物（根，醉茄内酯5%）,产品,其他,,公斤,1,1
F.A.40.FA41110,0,LSYB夏日盲盒小卡,产品,其他,一套3张,套,1,1
C.01.CA01789F,0,分离乳清蛋白,产品,其他,894,公斤,1,1
C.01.CA010045,0,加纳籽提取物（99%5-HTP）,产品,其他,,公斤,1,1
A.A.001.AA0010067A,0,韧龄多种矿物质维生素D维生素K软胶囊电商专供小包装（30粒）,产品,软胶囊,1.2g/粒*30粒/瓶,瓶,1,
F.A.40.FA41109,1.00E-05,畅护益生菌小卡片,产品,其他,待定,张,3400,18
F.A.40.FA41105,0,2025年Q3红色编制袋-大,产品,其他,,个,1,1
D.A.02.DA02163-10,0,汤臣倍健益生菌固体饮料（150亿，AD）（1g/袋）铝箔,产品,其他,-,公斤,1,
D.A.02.DA02609-01,0,Life-Space益生菌固体饮料（600亿，A）（金奢版）-铝箔,产品,其他,,公斤,1,
D.A.05.DA06009-01,0,Life-Space益生菌固体饮料（400亿，A）（20袋，金装版）-彩盒,产品,其他,,个,1,
D.A.02.DA02463-04,0,汤臣倍健Yep蔓越莓益生菌固体饮料（150亿）铝箔,产品,其他,待定,公斤,1,
D.A.02.DA02608-01,0,Life-Space益生菌固体饮料（400亿，A）（金装版）-铝箔,产品,其他,,公斤,1,
F.A.40.FA41108,0,2025年Q3红色纯色帆布袋-大,产品,其他,,个,1,1
D.A.05.DA06010-01,0,Life-Space益生菌固体饮料（600亿，A）（20袋，金奢版）-彩盒,产品,其他,,个,1,
D.A.02.DA02564-02,0,汤臣倍健Yep复合益生菌固体饮料（350亿，AD）（1g/袋）铝箔,产品,其他,,公斤,1,
F.A.40.FA41107,0,2025年Q3红色拼色帆布袋-大,产品,其他,,个,1,1
F.A.40.FA41106,0,2025年Q3红色编制袋-小,产品,其他,,个,1,1
E.A.027.EA0270020-01,0,BYHEALTH 活性B族缓释片 MEGA B（TIMED-RELEASE）（30片/瓶）—标签,产品,其他,,张,1,
E.A.027.EA0270019-01,0,BYHEALTH汤臣倍健奶蓟草夜肝片 liver cleanse & health（100片/瓶））-标签,产品,其他,,张,1,
A.A.027.AA0270018,0,BYHEALTH 第二代夜肝片 PLUS美版BYHEALTH LIVER CLEANSE & METABOLISM（120片/瓶）,产品,片剂,1021mg /片*120片/瓶,瓶,1,
D.A.01.DA01432-03,0,天然博士乳铁蛋白调制乳粉罐装（30袋）-铁罐,产品,其他,待定,个,1,
E.A.027.EA0270018A-01,0,BYHEALTH汤臣倍健男士OK片加强版美版BYHEALTH MAN VITALITY PLUS（60片/盒）—标签,产品,其他,,张,1,
A.A.027.AA0270020,0,BYHEALTH 活性B族缓释片 MEGA B（TIMED-RELEASE）（30片/瓶）,产品,片剂,900mg/片*30片/瓶,瓶,1,
D.A.05.DA06008-01,0,BYHEALTH汤臣倍健男士OK片加强版美版BYHEALTH MAN VITALITY PLUS（60片/盒）-彩盒,产品,其他,,个,1,
E.A.027.EA0270018-01,0,BYHEALTH 第二代夜肝片 PLUS美版BYHEALTH LIVER CLEANSE & METABOLISM（120片/瓶）-标签,产品,其他,,张,1,
A.A.027.AA0270018A,0,BYHEALTH汤臣倍健男士OK片加强版美版BYHEALTH MAN VITALITY PLUS（60片/盒）,产品,片剂,600mg/片*60片/瓶*1瓶/盒,盒,1,
A.A.027.AA0270019,0,BYHEALTH汤臣倍健奶蓟草夜肝片 liver cleanse & health（100片/瓶）,产品,片剂,1000mg /片*120片/瓶,瓶,1,
D.A.05.DA05972-02,0,Life-Space黑咖啡益生元固体饮料（5罐）-彩盒,产品,其他,,个,1,
E.A.024.EA0240008B-02,0,"Pentavite With Calcium, Vitamin B1, B2, Vitamin D3 & Taurine Milk Chewable Tablet (30 tablets)-标签",产品,其他,155mm*57mm,张,1,
F.A.40.FA41100,0,BYHEALTH包裹卡（新品通投版）,产品,其他,,张,1,1
F.A.40.FA41101,3.40E-05,三季度消费者抽奖活动A5三角立牌,产品,其他,,个,1400,18
E.A.019.EA0190001D-01,0,健视佳越橘叶黄素酯维生素A软胶囊 (15粒）-标签,产品,其他,,张,1,
A.A.019.AA0190001D,0,健视佳越橘叶黄素酯维生素A软胶囊 (15粒）,产品,软胶囊,500mg/粒*15粒/瓶,瓶,1,
D.A.05.DA05358-03,0,天然博士DHA藻油凝胶糖果Ⅰ型（90粒）航天主题礼盒装-礼袋,产品,其他,待定,个,1,
D.B.03.DB03380-01,0,汤臣倍健便携装产品通用纸箱OEM,产品,其他,,个,1,
F.A.40.FA41098,0,25年三季度堆头(大）,产品,其他,,套,1,1
F.A.40.FA41092,0,小米Xiaomi 15 Ultra 16GB+512GB标准版,产品,其他,,部,1,1
A.A.001.AA0010076,0,汤臣倍健Slimify纖燃能粉劑（154g）,产品,粉剂,11g/袋*14袋/盒,盒,1,
F.A.40.FA41089,0.00018,lifespace小礼袋,产品,其他,22*8*15cm,个,150,36
C.02.CA02748,0,酸奶味液体香精（98AF9142M）,产品,其他,,公斤,1,1
F.A.40.FA41093,0,小米 Xiaomi 智能音箱 Pro,产品,其他,,个,1,1
D.B.04.DB040111-01,0,汤臣倍健南非醉茄焕能双层片-标签（研发版）,产品,其他,,张,1,
F.A.40.FA41096,0,多功能电火锅,产品,其他,,套,1,1
F.A.40.FA41095,0,多功能电饭锅,产品,其他,,套,1,1
F.A.40.FA41094,0,智能音箱,产品,其他,,套,1,1
F.A.40.FA41091,0,华为 WATCH FIT 3智能手表,产品,其他,,个,1,1
D.A.02.DA02607-01,0,汤臣倍健Slimify纖燃能粉劑 （11g/袋)-铝箔,产品,其他,,公斤,1,
F.A.40.FA41099,0,25年三季度堆头(小）,产品,其他,,套,1,1
D.B.04.DB040110-01,0,汤臣倍健麦角硫因焕颜双层片-标签（研发版）,产品,其他,,张,1,
F.A.40.FA41090,0,华为 Mate 70 Pro ？12GB+512GB 标准版,产品,其他,,部,1,1
D.A.05.DA06006-01,0,汤臣倍健Slimify纖燃能粉劑（154g）-彩盒,产品,其他,,个,1,
F.A.40.FA41097,0,蓝氨糖120片到货海报,产品,其他,,张,1,1
D.A.05.DA06002-01,0,Pentavite MultiVital Gummies (30 Gummies)-外盒,产品,其他,,个,1,
A.A.024.AA0240033,0,Pentavite MultiVital Gummies (30 Gummies),产品,其他,4g/粒*30粒/盒,盒,1,
D.A.05.DA06005-01,0,Pentavite TriFit Plant-based Fiber (15 packs)-外盒,产品,其他,,个,1,
A.A.027.AA0270016,0,BYHEALTH 第二代奶蓟草肌醇夜肝片 LIVER ？HEALTH（120片/瓶）,产品,片剂,1000mg /片*120片/瓶,瓶,1,
E.A.027.EA0270016-01,0,BYHEALTH 第二代奶蓟草肌醇夜肝片 LIVER ？HEALTH（120片/瓶）-标签,产品,其他,,张,1,
D.A.05.DA05999-01,0,汤臣倍健Slimify纤燃能蛋白粉固体饮料 （154g）-彩盒,产品,其他,,个,1,
D.A.02.DA02603-01,0,Pentavite MultiVital Gummy (4g/粒)-铝箔,产品,其他,,公斤,1,
A.A.024.AA0240036,0,Pentavite TriFit Plant-based Fiber (15 packs),产品,其他,3g/袋*15袋/盒,盒,1,
E.A.09.02.EA090223-03,0,健乐多纤体能乳清蛋白固体饮料（香草味）（300g）标签,产品,其他,307mmx129mm,张,1,
D.A.05.DA06004-01,0,"Pentavite Hair, Skin & Nails Gummies (30 Gummies)-外盒",产品,其他,,个,1,
A.A.024.AA0240035,0,"Pentavite Hair, Skin & Nails Gummies (30 Gummies)",产品,其他,2.5g/粒*30粒/盒,盒,1,
A.A.024.AA0240034,0,Pentavite CollaBouncy Gummies (30 Gummies),产品,其他,3g/粒*30粒/盒,盒,1,
D.A.02.DA02606-01,0,Pentavite TriFit Plant-based Fiber (3g/袋)-铝箔,产品,其他,,公斤,1,
D.A.02.DA02605-01,0,"Pentavite Hair, Skin & Nails Gummy (2.5g/粒)-铝箔",产品,其他,,公斤,1,
A.A.001.AA0010075,0,汤臣倍健Slimify纤燃能蛋白粉固体饮料 （154g）,产品,粉剂,11g/袋*14袋/盒,盒,1,
D.A.02.DA02604-01,0,Pentavite CollaBouncy Gummy (3g/粒)-铝箔,产品,其他,,公斤,1,
D.A.05.DA06003-01,0,Pentavite CollaBouncy Gummies (30 Gummies)-外盒,产品,其他,,个,1,
D.B.03.DB03379-01,0,汤臣倍健便携装产品通用纸箱B,产品,其他,,个,1,
A.A.023.AA0230002E,0,Life-Space益生菌固体饮料（600亿，AA）（2袋体验装）,产品,粉剂,1g/袋*2袋/盒,盒,1,
D.A.02.DA02602-01,0,汤臣倍健Slimify纤燃能蛋白粉固体饮料 （11g/袋)-铝箔,产品,其他,,公斤,1,
B.A.04.BA04381,0,Slimify纤燃能蛋白粉固体饮料 （11g/袋)-袋装,产品,粉剂,11g/袋,袋,1,1
D.A.05.DA06001-01,0,Life-Space益生菌固体饮料（600亿，AA）（2袋体验装）-彩盒,产品,其他,,个,1,
C.01.CA01891B,0,3B207短双歧杆菌（非活菌型）,产品,其他,5000亿Cells/g,公斤,1,1
F.A.40.FA41087,0,健力多金装A3海报,产品,其他,,张,1,1
F.A.40.FA41088,0,健力多白金装A3海报,产品,其他,,张,1,1
D.A.05.DA05742-04,0,Life-Space益生菌固体饮料（400亿，A）（180袋）-彩盒,产品,其他,,个,1,
C.01.CA010043,0,藤茶提取物（10倍水提，二氢杨梅素10%，固体饮料）,产品,其他,,公斤,1,1
D.B.02.DB02830-02,0,Life-Space大规格3号通用纸箱珍珠棉,产品,其他,,个,1,
F.A.40.FA41086,0,汤臣倍健蛋白粉通用礼袋（商超）,产品,其他,,个,1,1
D.A.05.DA05998-01,0,汤臣倍健亮清妍美容琉璃苣油复配鱼油软胶囊30粒-彩盒,产品,其他,,个,1,
A.A.001.AA0010074,0,汤臣倍健亮清妍美容琉璃苣油复配鱼油软胶囊30粒,产品,软胶囊,870mg/粒*10粒/板*3板/盒,盒,1,
D.A.02.DA02601-01,0,汤臣倍健亮清妍美容琉璃苣油复配鱼油软胶囊30粒-铝箔,产品,其他,,公斤,1,
F.A.40.FA41085,0,无限能科普手册,产品,其他,,本,1,1
E.A.058.EA0580011-03,0,Yep胶原蛋白肽透明质酸钠果味饮料（百香果味）（30ml/瓶）-标签,产品,其他,9.1x5.8cm,张,1,
E.A.01.02.EA010228A-04,0,汤臣倍健钙维生素D维生素K片（50片）电商专供小包装 标签,产品,,EA010228A,张,1,
E.A.01.04.EA010434J-03,0,汤臣倍健胶原蛋白肽果味饮料（荔枝味）（30ml）22年升级版-标签,产品,其他,9.2x5.8cm,张,1,
E.A.01.04.EA010454O-02,0,汤臣倍健胶原蛋白肽果味饮料（树莓味）（30mL/瓶）-25年升级版瓶签,产品,其他,30mL玻璃瓶,张,1,
F.A.40.FA41083,0,LSYB畅护嗨吃节礼盒（Y25Q3版）,产品,其他,30*30cm,个,1,1
D.B.03.DB03378-01,0,Yep胶原蛋白肽透明质酸钠果味饮料（百香果味）（试吃装）-瓦楞隔板,产品,其他,,个,1,
D.B.03.DB03377-01,0,Yep胶原蛋白肽透明质酸钠果味饮料（百香果味）（试吃装）-瓦楞垫片,产品,其他,,个,1,
F.A.40.FA41084,0,LSYB畅护小卡（Y25Q3版）,产品,其他,,张,1,1
D.B.02.DB02830-01,0,Life-Space大规格3号通用纸箱珍珠棉,产品,其他,,个,1,
D.B.03.DB03375-01,0,Life-Space大规格3号通用纸箱,产品,其他,,个,1,
D.B.03.DB03376-01,0,Yep胶原蛋白肽透明质酸钠果味饮料（百香果味）（试吃装）-纸箱,产品,其他,,个,1,
D.A.05.DA05794-02,0,汤臣倍健白金蛋白粉（单袋盒装）-彩盒,产品,其他,,个,1,
D.A.05.DA05805-02,0,汤臣倍健金装蛋白粉（单袋盒装）-彩盒,产品,其他,,个,1,
F.A.40.FA41064,0,蓝氨糖120片卖点海报（竖版）,产品,其他,,张,1,1
F.A.40.FA41068,0,蓝氨糖120片价格插条,产品,其他,,张,1,1
C.01.CA010042,0,重质碳酸钙（800目）,产品,其他,,公斤,1,1
F.A.40.FA41076,0,无限能西洋参胶囊卖点贴纸A,产品,其他,,张,1,1
F.A.40.FA41063,0,蓝氨糖120片堆头插卡,产品,其他,,个,1,1
F.A.40.FA41069,0,蓝氨糖120片吊旗,产品,其他,,张,1,1
F.A.40.FA41067,0,蓝氨糖120片X型展架,产品,其他,,张,1,1
F.A.40.FA41060,0,蓝氨糖120片跳跳卡,产品,其他,,张,1,1
F.A.40.FA41071,0,蓝氨糖120片端架,产品,其他,,张,1,1
F.A.40.FA41081,0,周大福平安牌足金吊坠,产品,其他,约1.1g）,个,1,1
F.A.40.FA41078,0,无限能西洋参胶囊卖点贴纸C,产品,其他,,张,1,1
F.A.40.FA41080,0,无限能西洋参胶囊卖点贴纸,产品,其他,,套,1,1
F.A.40.FA41065,0,蓝氨糖120片卖点海报（横版）,产品,其他,,张,1,1
C.01.CA01556A,0,重质碳酸钙（300目）,产品,其他,,公斤,1,1
F.A.40.FA41079,0,无限能西洋参胶囊卖点贴纸D,产品,其他,,张,1,1
F.A.40.FA41075,0.004032,汤臣倍健30周年定制酒,产品,其他,,瓶,6,50
F.A.40.FA41066,0,蓝氨糖120片空白海报,产品,其他,,张,1,1
F.A.40.FA41061,0,蓝氨糖120片堆头（大尺寸）,产品,其他,,个,1,1
F.A.40.FA41082,0,Xiaomi 15 Ultra,产品,其他,12GB+512GB标准版，颜色随机,台,1,1
F.A.40.FA41077,0,无限能西洋参胶囊卖点贴纸B,产品,,,张,1,1
F.A.40.FA41070,0,蓝氨糖120片端架头卡,产品,其他,,张,1,1
F.A.40.FA41074,0,25年Q3赠品雨伞,产品,其他,,个,1,1
F.A.40.FA41062,0,蓝氨糖120片堆头（小尺寸）,产品,其他,,个,1,1
B.A.04.BA04380,0,汤臣倍健Slimify修腰素 粉剂 （11g/袋)-袋装,产品,其他,11g/袋*14袋/盒,袋,1,1
A.A.001.AA0010073,0,汤臣倍健Slimify修腰素 粉剂 （154g）,产品,其他,11g/袋*14袋/盒,盒,1,
D.B.03.DB03374-01,0,汤臣倍健便携装产品通用纸箱A,产品,其他,,个,1,
D.A.05.DA05997-01,0,汤臣倍健Slimify修腰素 粉剂 （154g）-彩盒,产品,其他,,个,1,
D.A.02.DA02600-01,0,汤臣倍健Slimify修腰素 粉剂 （11g/袋)-铝箔,产品,其他,,个,1,
F.A.40.FA41072,0,BYHEALTH褪黑素闪释片3片装-屈臣氏派样卡片包装,产品,其他,,个,1,1
D.A.05.DA05994-01,0,启高钙锌维生素D维生素K口服液（30支）-彩盒,产品,其他,20ml/支,个,1,
D.A.05.DA05995-01,0,启高钙锌维生素D维生素K口服液（2支）试吃装-彩盒,产品,其他,20ml/支,个,1,
A.A.001.AA0010072B,0,汤臣倍健启高钙锌维生素D维生素K口服液（2支）京东专供,产品,口服液,15ml/支*2支/盒,盒,1,
A.A.001.AA0010072A,0,启高钙锌维生素D维生素K口服液（2支）试吃装,产品,口服液,15ml/支*2支/盒,盒,1,
D.B.03.DB03373-01,0,启高钙锌维生素D维生素K口服液（2支）试吃装-纸箱,产品,其他,20ml/支,个,1,
D.A.02.DA02599-01,0,汤臣倍健启高钙锌维生素D维生素K口服液（15ml/支）-多列机铝箔,产品,其他,20ml/支,公斤,1,
A.A.001.AA0010072,0,启高钙锌维生素D维生素K口服液（30支）,产品,口服液,15ml/支*30支/盒,盒,1,
D.A.02.DA02598-01,0,汤臣倍健启高钙锌维生素D维生素K口服液（15ml/支）-单列机铝箔,产品,其他,20ml/支,公斤,1,
B.A.05.BA05087,0,启高钙锌维生素D维生素K口服液,产品,口服液,15ml/支,支,1,1
D.B.03.DB03372-01,0,启高钙锌维生素D维生素K口服液（30支）-纸箱,产品,其他,20ml/支,个,1,
D.A.05.DA05996-01,0,汤臣倍健启高钙锌维生素D维生素K口服液（2支）京东专供-彩盒,产品,其他,20ml/支,个,1,
F.A.40.FA41073,0,兰蔻肌底焕活修护精华液礼盒,产品,其他,,盒,1,1
D.A.05.DA05810-02,0,天然博士DHA藻油凝胶糖果SA型（3粒）体验装-彩盒,产品,其他,,个,1,
F.A.40.FA41058,0.00133,三季度赠品茶具套装,产品,其他,,套,27,24
A.A.047.AA0470011A,0,Life-Space 女性私处益生菌 30s（LSP080VN）,产品,片剂,1000mg/粒*30粒/瓶,瓶,1,
E.A.024.EA0240032-01,0,Pentavite Men's Multi Fruits & Veggies Chewable Tablet (30 tablets)-标签,产品,其他,,张,1,
E.A.018.EA0180009-01,0,Nature's Bay高钙成长精华饮(30袋)盒装-标签,产品,其他,,张,1,
B.A.01.BA01408,0,Pentavite Women's Multi Fruits & Veggies Chewable Tablet,产品,片剂,1g/片,片,1,1
A.A.024.AA0240032,0,Pentavite Men's Multi Fruits & Veggies Chewable Tablet (30 tablets),产品,片剂,1g/片*30片/瓶,瓶,96,3456
A.A.024.AA0240031,0,Pentavite Women's Multi Fruits & Veggies Chewable Tablet (30 tablets),产品,片剂,1g/片*30片/瓶,瓶,1,
F.A.40.FA41056,0,健安适醒酒装礼盒,产品,其他,,个,1,1
C.01.CA010041,0,大枣提取物（8倍水提，多糖10%）,产品,其他,,公斤,1,1
F.A.40.FA41059,0.000459,三季度赠品斜挎包,产品,其他,,个,100,26
C.02.CA02747,0,玉米味粉末香精（2D-1524）,产品,其他,2D-1524,公斤,1,1
E.A.024.EA0240031-01,0,Pentavite Women's Multi Fruits & Veggies Chewable Tablet (30 tablets)-标签,产品,其他,,张,1,
F.A.40.FA41057,0,屈臣氏LS Tray Table,产品,其他,,个,1,1
F.A.40.FA41055,3.00E-06,LifeSpace小蓝腰铂金版贴标,产品,其他,无,张,24000,24
F.A.40.FA41054,0.008244,天然博士定制鬃毛积木,产品,其他,,盒,18,10
D.A.01.DA01566-01,0,250ml珠光蓝色圆瓶B（HDPE）,产品,其他,,个,1,
D.A.03.DA03967-05,0,汤臣倍健维生素E软胶囊优惠装（60粒×2）-彩盒（开窗款）,产品,其他,300mg/粒×60粒/瓶×2瓶/盒,个,1,
F.A.40.FA41052,0,晶纯鱼油C端轻量化工具包,产品,其他,,套,1,1
F.A.40.FA41053,1.80E-05,晶纯鱼油产品封套,产品,其他,,个,800,40
D.A.05.DA05819-02,0,汤臣倍健维生素礼盒（VB50片+VC甜橙味50片）升级版-彩盒,产品,其他,,个,1,
D.A.05.DA05374-03,0,汤臣倍健维生素E软胶囊(30粒)＋多维女士(30片)礼盒装彩盒-A,产品,其他,142*53*148mm,个,1,
E.A.018.EA0180007-02,0,天然博士隽睿DHA藻油亚麻籽油软胶囊（60粒）瓶装-瓶签,产品,其他,待定,张,1,
F.A.40.FA41051,0,晶纯鱼油上市卡片（南极版）,产品,其他,,张,1,1
D.A.05.DA05375-04,0,汤臣倍健维生素C片（甜橙味）30片＋B族维生素片（30片）礼盒装彩盒,产品,其他,142*53*148mm,个,1,
D.A.05.DA05562-04,0,汤臣倍健褪黑素片（30片）+B族维生素片（30片）礼盒装-彩盒,产品,其他,142*53*135mm,个,1,
D.A.05.DA05768-02,0,天然博士隽睿DHA藻油亚麻籽油软胶囊（60粒）盒装-彩盒,产品,其他,,个,1,
F.A.40.FA41050,0,LSYB新春小卡隐藏款,产品,其他,,张,1,1
D.B.03.DB03371-01,0,自然唯他多种矿物质维生素D口服液（30支）-纸箱,产品,其他,,个,1,
D.A.05.DA05175-05,0,汤臣倍健胶原蛋白肽烟酰胺果味饮品（莓果味）（10瓶）-外盒,产品,,307×162×37mm ,个,1,
F.A.40.FA41048,0,LSYB新春小卡1,产品,其他,,张,1,1
A.A.035.AA0350008,0,自然唯他多种矿物质维生素D口服液（30支）,产品,口服液,10ml/支*30支/盒,盒,1,
D.A.02.DA02595-01,0,自然唯他多种矿物质维生素D口服液-铝箔,产品,其他,,公斤,1,
