仓库编码,仓库名称,Eas仓库ID,仓库属性,仓库分类,仓库类型,仓库状态,仓库品质,所属物理仓,库存组织,线上/线下,默认退货仓,近效期调入仓,虚拟逻辑仓,是否BC共仓,转合格入库仓,备注,创建人,创建时间,更新时间,更新人,计费组织,计费组织类型,计费组织名称,计费组织id
4098,股份LS电商大贸（北京）荣庆仓C,4098,产成品,逻辑仓,TCBJ-C仓,有效,合格,,汤臣倍健股份有限公司,线上,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:21,2025-09-04 15:32:28,ec_it,CN05,,广东佰悦网络科技有限公司,1416674966979743744
4027,股份食代说（珠海）京东电商合格仓,4027,产成品,逻辑仓,TCBJ-C仓,有效,合格,,汤臣倍健股份有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:17,2025-09-05 13:19:56,duqq,CN08,,珠海食代说食品有限公司,1416674966979743747
4015,股份（食代说嘉兴）RDC合格在途,4015,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:17,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
4014,股份京东（佰傲）内购在途仓,4014,产成品,逻辑仓,TCBJ-C仓,有效,合格,珠海工厂-电商,汤臣倍健股份有限公司,线下,否,,开启,否,,,SAP,2025-09-19 11:02:44,2025-09-25 15:45:53,ec_it,CN02,,佰傲药业（珠海）有限公司,1416674966979743741
4011,佰悦电商嘉兴菜鸟在途仓,4011,产成品,逻辑仓,TCBJ-C仓,有效,合格,华东菜鸟-电商,广东佰悦网络科技有限公司,线下,否,,开启,否,,,ec_it,2025-09-17 10:41:33,2025-09-17 11:02:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
4008,食代说产成品索赔仓,4008,产成品,逻辑仓,TCBJ-C仓,有效,claim,珠海工厂-电商,珠海食代说食品有限公司,线上,否,,开启,否,,,SAP,2025-09-12 16:02:46,2025-09-19 17:52:42,suxp,CN08,,珠海食代说食品有限公司,1416674966979743747
4004,佰腾产成品索赔仓,4004,产成品,逻辑仓,TCBJ-C仓,有效,claim,珠海工厂-电商,广东佰腾药业有限公司,线上,否,,开启,否,,,SAP,2025-09-12 16:02:46,2025-09-19 17:52:52,suxp,CN06,,广东佰腾药业有限公司,1416674966979743745
4002,佰嘉产成品索赔仓,4002,产成品,逻辑仓,TCBJ-C仓,有效,claim,珠海工厂-电商,广东佰嘉药业有限公司,线上,否,,开启,否,,,SAP,2025-09-12 16:02:45,2025-09-19 17:53:03,suxp,CN03,,广东佰嘉药业有限公司,1416674966979743742
4001,药业产成品索赔仓,4001,产成品,逻辑仓,TCBJ-C仓,有效,claim,珠海工厂-电商,汤臣倍健药业有限公司,线上,否,,开启,否,,,SAP,2025-09-12 16:02:45,2025-09-19 17:53:19,suxp,CN04,,汤臣倍健药业有限公司,1416674966979743743
3.2.689,股份佰悦珠海顺丰牧商在途仓,3.2.689,产成品,逻辑仓,TCBJ-C仓,有效,合格,珠海神行-电商,汤臣倍健股份有限公司,线下,否,,开启,否,,0830-xiaoyuan,MDM,2025-08-21 17:41:04,2025-09-10 14:45:03,ec_it,,,,
1288,股份珠海（食代说）退货仓,1288,产成品,逻辑仓,TCBJ-B仓,有效,return_warehouse,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:14,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1287,股份珠海（食代说）合格在途仓,1287,产成品,在途仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:14,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1286,股份珠海（食代说）合格仓,1286,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:14,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1285,股份珠海（食代说）待处理在途仓,1285,产成品,在途仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:14,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1284,股份珠海（食代说）待处理仓,1284,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:14,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1283,股份珠海（食代说）不合格仓,1283,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:14,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1282,股份武汉（食代说）合格在途仓,1282,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:14,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1281,股份武汉（食代说）合格仓,1281,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:14,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1280,股份武汉（食代说）待处理仓,1280,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:14,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1279,股份武汉（食代说）不合格仓,1279,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:14,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1274,股份京东（食代说）合格在途仓,1274,产成品,在途仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1273,股份京东（食代说）合格仓,1273,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1272,股份京东（食代说）待处理仓,1272,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1271,股份京东（食代说）不合格仓,1271,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1266,股份成都（食代说）合格在途仓,1266,产成品,在途仓,TCBJ-B仓,有效,合格,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1265,股份成都（食代说）合格仓,1265,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1264,股份成都（食代说）待处理仓,1264,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1263,股份成都（食代说）不合格仓,1263,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1262,股份北京（食代说）合格在途仓,1262,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1261,股份北京（食代说）合格仓,1261,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
1260,股份北京（食代说）待处理仓,1260,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1259,股份北京（食代说）不合格仓,1259,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN08,,珠海食代说食品有限公司,1416674966979743747
1258,股份珠海（药业特渠）合格仓,1258,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1257,股份珠海（药业特渠）待处理仓,1257,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1256,股份珠海（药业特渠）不合格仓,1256,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:13,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1255,股份珠海（药业官方商城）合格仓,1255,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1254,股份珠海（药业官方商城）待处理仓,1254,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1253,股份珠海（药业官方商城）不合格仓,1253,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1252,股份珠海（药业）退货仓,1252,产成品,逻辑仓,TCBJ-B仓,有效,return_warehouse,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1251,股份珠海（药业）合格在途仓,1251,产成品,在途仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1250,股份珠海（药业）合格仓,1250,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1249,股份珠海（药业）待处理在途仓,1249,产成品,在途仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1248,股份珠海（药业）待处理仓,1248,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1247,股份珠海（药业）不合格仓,1247,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1246,股份武汉（药业）合格在途仓,1246,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1245,股份武汉（药业）合格仓,1245,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-09-18 18:31:03,suxp,CN04,,汤臣倍健药业有限公司,1416674966979743743
1244,股份武汉（药业）待处理仓,1244,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1243,股份武汉（药业）不合格仓,1243,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1238,股份京东（药业特渠）合格在途仓,1238,产成品,在途仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1237,股份京东（药业特渠）合格仓,1237,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:12,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1232,股份成都（药业）合格在途仓,1232,产成品,在途仓,TCBJ-B仓,有效,合格,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:12,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1231,股份成都（药业）合格仓,1231,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1230,股份成都（药业）待处理仓,1230,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:11,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1229,股份成都（药业）不合格仓,1229,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:11,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1228,股份北京（药业）合格在途仓,1228,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1227,股份北京（药业）合格仓,1227,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
1226,股份北京（药业）待处理仓,1226,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:11,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1225,股份北京（药业）不合格仓,1225,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:11,2025-08-30 11:16:45,SAP,CN04,,汤臣倍健药业有限公司,1416674966979743743
1223,股份珠海退货仓,1223,产成品,逻辑仓,TCBJ-B仓,有效,退货仓,珠海仓,汤臣倍健股份有限公司,线下,是,,开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-04 09:01:38,,CN01,,汤臣倍健股份有限公司,1416674966979743740
1222,股份珠海实物调货仓,1222,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-04 09:01:38,,CN01,,汤臣倍健股份有限公司,1416674966979743740
1221,股份珠海京东合格在途仓,1221,产成品,在途仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:17,2025-09-04 09:01:37,,CN01,,汤臣倍健股份有限公司,1416674966979743740
1220,股份珠海京东合格仓,1220,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:13,2025-09-05 13:18:36,duqq,CN01,,汤臣倍健股份有限公司,1416674966979743740
1219,股份珠海京东待检在途仓,1219,产成品,在途仓,TCBJ-B仓,有效,待检,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:11,2025-09-04 09:01:38,,CN01,,汤臣倍健股份有限公司,1416674966979743740
1218,股份珠海京东待检仓,1218,产成品,逻辑仓,TCBJ-B仓,有效,待检,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-22 17:07:48,lipj,CN01,,汤臣倍健股份有限公司,1416674966979743740
1217,股份珠海京东待处理仓,1217,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-05 13:18:04,duqq,CN01,,汤臣倍健股份有限公司,1416674966979743740
1216,股份珠海京东不合格仓,1216,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海京东仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:11,2025-08-30 11:16:45,SAP,CN01,,汤臣倍健股份有限公司,1416674966979743740
1215,股份珠海合格在途仓,1215,产成品,在途仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 13:51:08,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1214,股份珠海合格仓,1214,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 11:51:50,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1213,股份珠海调整仓,1213,产成品,逻辑仓,TCBJ-B仓,有效,其他,珠海仓,汤臣倍健股份有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 13:38:24,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1212,股份珠海产成品待检在途仓,1212,产成品,在途仓,TCBJ-B仓,有效,待检,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 14:05:03,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1211,股份珠海产成品待检仓,1211,产成品,逻辑仓,TCBJ-B仓,有效,待检,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 13:34:30,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1210,股份珠海待处理在途仓,1210,产成品,在途仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:11,2025-08-30 11:16:45,SAP,CN01,,汤臣倍健股份有限公司,1416674966979743740
1209,股份珠海待处理仓,1209,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 13:38:13,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1208,股份珠海不合格仓,1208,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-16 19:22:26,duqq,CN01,,汤臣倍健股份有限公司,1416674966979743740
1207,股份智能商店仓,1207,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-10 18:01:53,duqq,CN01,,汤臣倍健股份有限公司,1416674966979743740
1206,股份武汉合格在途仓,1206,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 13:50:48,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1205,股份武汉合格仓,1205,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:11,2025-09-02 13:36:53,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1204,股份武汉待检在途仓,1204,产成品,在途仓,TCBJ-B仓,有效,待检,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 14:04:09,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1203,股份武汉待检仓,1203,产成品,逻辑仓,TCBJ-B仓,有效,待检,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:34:21,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1202,股份武汉待处理仓,1202,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:38:03,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1201,股份武汉不合格仓,1201,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-08-30 18:13:00,yinxi,CN01,,汤臣倍健股份有限公司,1416674966979743740
1200,股份昆山合格在途仓,1200,产成品,在途仓,TCBJ-B仓,有效,合格,昆山仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:50:27,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1199,股份昆山合格仓,1199,产成品,逻辑仓,TCBJ-B仓,有效,合格,昆山仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 14:02:52,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1198,股份昆山待检在途仓,1198,产成品,在途仓,TCBJ-B仓,有效,待检,昆山仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 14:03:05,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1197,股份昆山待检仓,1197,产成品,逻辑仓,TCBJ-B仓,有效,待检,昆山仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:34:13,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1196,股份昆山待处理仓,1196,产成品,逻辑仓,TCBJ-B仓,有效,待处理,昆山仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:37:53,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1195,股份昆山不合格仓,1195,产成品,逻辑仓,TCBJ-B仓,有效,不合格,昆山仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-08-30 18:13:10,yinxi,CN01,,汤臣倍健股份有限公司,1416674966979743740
1194,股份华南顺丰合格在途仓,1194,产成品,在途仓,TCBJ-B仓,有效,合格,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:49:41,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1193,股份华南顺丰合格仓,1193,产成品,逻辑仓,TCBJ-B仓,有效,合格,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:36:06,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1192,股份华南顺丰待检在途仓,1192,产成品,在途仓,TCBJ-B仓,有效,待检,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:59:13,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
1191,股份华南顺丰待检仓,1191,产成品,逻辑仓,TCBJ-B仓,有效,待检,华南顺丰仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:10,2025-09-02 13:34:04,xiaoyuan_001,CN01,,汤臣倍健股份有限公司,1416674966979743740
