商品长编码,商品名称,批次,仓库类型,仓库编码,仓库名称,库存组织,即时库存,可用库存,预占库存,锁定库存,待收数,生产日期,到期日期,销售预占,创建时间,更新时间,更新人
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250418K,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,92,92,0,0,0,,,0,,,
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250423K,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,724,724,0,0,0,,,0,,,
F.A.39.FA39650,24年健力多定制颈枕,240702-01,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,4000,4000,0,0,0,,,0,,,
F.A.36.FA36600,健力多2022韧性跑世界衣服（XXL）,240901-01,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,637,637,0,0,0,,,0,,,
F.A.36.FA36598,健力多2022韧性跑世界衣服（L）,240901-01,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,257,257,0,0,0,,,0,,,
F.A.36.FA36599,健力多2022韧性跑世界衣服（XL）,240901-01,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,278,278,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250430G,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,6336,6336,0,0,0,,,0,,,
A.A.023.AA0230002C,Life-Space益生菌固体饮料（600亿，AA）商超专供（5袋）,20250401P,逻辑仓,SDS006,食代说产成品（昆山）合格仓,珠海食代说食品有限公司,19200,19200,0,0,0,,,0,,,
A.A.023.AA0230002B,Life-Space益生菌固体饮料（600亿，AA）商超专供（20袋）,20250402P,逻辑仓,SDS006,食代说产成品（昆山）合格仓,珠海食代说食品有限公司,9072,9072,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250429G,逻辑仓,YY032,药业产成品（昆山）合格仓,汤臣倍健药业有限公司,7560,7560,0,0,0,,,0,,,
A.A.06.01.AA060102BY,汤臣倍健健力多氨糖软骨素钙片(25片*3)送维C（60片*2）礼盒装,20250401C,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,336,336,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250430G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,1669,1669,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250439G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,7896,7896,0,0,0,,,0,,,
A.A.01.01.AA010190P,汤臣倍健维生素E软胶囊优惠装升级版（60粒×2）,20250401G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,3000,3000,0,0,0,,,0,,,
A.A.023.AA0230002B,Life-Space益生菌固体饮料（600亿，AA）商超专供（20袋）,20250402P,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,2568,2568,0,0,0,,,0,,,
A.A.023.AA0230002C,Life-Space益生菌固体饮料（600亿，AA）商超专供（5袋）,20250401P,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,26784,26784,0,0,0,,,0,,,
A.A.01.01.AA010190P,汤臣倍健维生素E软胶囊优惠装升级版（60粒×2）,20250401G,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,2271,2271,0,0,0,,,0,,,
A.A.01.01.AA010165L,汤臣倍健银色多维多种维生素矿物质片优惠彩盒装（60片）,20250401D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,16409,16409,0,0,0,,,0,,,
A.A.01.01.AA010165L,汤臣倍健银色多维多种维生素矿物质片优惠彩盒装（60片）,20250402D,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,16512,16512,0,0,0,,,0,,,
A.A.16.01.AA160108E,Life-Space益生菌固体饮料（120亿，B）(90袋）金装升级版,20250403P,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,3348,3348,0,0,0,,,0,,,
A.A.058.AA0580012,Yep胶原蛋白肽玫瑰花透明质酸钠口服液（7瓶装),20250405K,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,4110,4110,0,0,0,,,0,,,
A.A.01.01.AA010165J,汤臣倍健银色多维多种维生素矿物质片优惠装升级版（60片×2）,20250403D,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,8285,8285,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20250403F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,17982,17982,0,0,0,,,0,,,
A.A.13.01.AA130133K,天然博士DHA藻油凝胶糖果Ⅰ型（90粒）航天主题礼盒装,20250402G,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,16310,16310,0,0,0,,,0,,,
A.A.13.01.AA130133K,天然博士DHA藻油凝胶糖果Ⅰ型（90粒）航天主题礼盒装,20250403G,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,1401,1401,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250416G,逻辑仓,YY121,药业产成品（北京）合格仓,汤臣倍健药业有限公司,13254,13254,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250425G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,3977,3977,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250414G,逻辑仓,YY029,药业产成品（成都）合格仓,汤臣倍健药业有限公司,26146,26146,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20250405K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,3464,3464,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20250406K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,3490,3490,0,0,0,,,0,,,
A.A.01.04.AA010440C,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级版,20250413K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,3463,3463,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250427G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,3966,3966,0,0,0,,,0,,,
A.A.01.02.AA010220BD,汤臣倍健钙维生素D维生素K软胶囊升级版（200粒×2）促销装,20250424G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,7953,7953,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20250402F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,18051,18051,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20250401F,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,4850,4850,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20250408G,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,26012,26012,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20250409G,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,12922,12922,0,0,0,,,0,,,
A.A.06.01.AA060121A,健力多Ca-mini钙维生素D片电商装（60片）,20250403D,逻辑仓,BY045,佰悦电商珠海合格仓,广东佰悦网络科技有限公司,2508,2508,0,0,0,,,0,,,
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250424K,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,1210,1210,0,0,0,,,0,,,
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250426K,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,748,748,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250415G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,13213,13213,0,0,0,,,0,,,
A.A.001.AA0010047,瞬释钙维生素D维生素K软胶囊（100粒）电商专供品,20250415G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,13149,13149,0,0,0,,,0,,,
A.A.001.AA0010047,瞬释钙维生素D维生素K软胶囊（100粒）电商专供品,20250414G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,13056,13056,0,0,0,,,0,,,
A.A.001.AA0010047,瞬释钙维生素D维生素K软胶囊（100粒）电商专供品,20250413G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,9468,9468,0,0,0,,,0,,,
A.A.001.AA0010043B,汤臣倍健钙锌维生素K口服液（2支）试吃装,20250406K,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,10813,10813,0,0,0,,,0,,,
A.A.006.AA0060003D,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（60片）,20250433N,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,27653,27653,0,0,0,,,0,,,
A.A.006.AA0060003D,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（60片）,20250431N,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,37941,37941,0,0,0,,,0,,,
A.A.006.AA0060003D,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（60片）,20250432N,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,37535,37535,0,0,0,,,0,,,
A.A.16.01.AA160108E,Life-Space益生菌固体饮料（120亿，B）(90袋）金装升级版,20250402P,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,3294,3294,0,0,0,,,0,,,
A.A.001.AA0010020B,海渔之宝鱼油软胶囊（100粒）,20250401G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,11172,11172,0,0,0,,,0,,,
A.A.001.AA0010020B,海渔之宝鱼油软胶囊（100粒）,20250402G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,13608,13608,0,0,0,,,0,,,
A.A.001.AA0010020B,海渔之宝鱼油软胶囊（100粒）,20250403G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,6828,6828,0,0,0,,,0,,,
A.A.023.AA0230016,Life-Space益倍适畅护益生菌固体饮料（100亿，A）（10袋）,20250415P,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,1987,1987,0,0,0,,,0,,,
A.A.001.AA0010054A,汤臣倍健钙维生素E蛋白粉（520g）,20250404A,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,16284,16284,0,0,0,,,0,,,
A.A.06.01.AA060101AO,健力多氨糖软骨素钙片电商装体验装（20片）,20250411D,在途仓,3.2.621,股份北京RDC待检在途仓,汤臣倍健股份有限公司,960,960,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20250412D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,17725,17725,0,0,0,,,0,,,
A.A.01.01.AA010189H,汤臣倍健B族维生素片（成人）电商专供升级版（90片）,20250403D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,13476,13476,0,0,0,,,0,,,
F.A.40.FA40386,三利卡通浴巾,250401-01,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,700,700,0,0,0,,,0,,,
F.A.40.FA40777,30周年特制PVC礼袋,250401-01,逻辑仓,3.1.311,产成品（珠海）合格仓,汤臣倍健股份有限公司,2120,2120,0,0,0,,,0,,,
F.A.40.FA40859,25年晶纯鱼油卖点陈列盒,250401-01,逻辑仓,3.1.311,产成品（珠海）合格仓,汤臣倍健股份有限公司,1140,1140,0,0,0,,,0,,,
A.A.023.AA0230016,Life-Space益倍适畅护益生菌固体饮料（100亿，A）（10袋）,20250429P,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,15648,15648,0,0,0,,,0,,,
A.A.058.AA0580012,Yep胶原蛋白肽玫瑰花透明质酸钠口服液（7瓶装),20250410K,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,4146,4146,0,0,0,,,0,,,
A.A.01.03.AA010306AE,汤臣倍健鱼油软胶囊升级版（200粒）,20250420G,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,9586,9586,0,0,0,,,0,,,
A.A.06.01.AA060108W,汤臣倍健健力多钙维生素D片电商专供品（60片）,20250403D,,BY102,佰悦电商珠海京东成品仓（新）,广东佰悦网络科技有限公司,0,0,0,0,0,,,0,,,
A.A.01.02.AA010210Z,汤臣倍健胶原蛋白软骨素钙片90片*2电商专供装-A,20250215D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,8326,8326,0,0,0,,,0,,,
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250434K,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,750,750,0,0,0,,,0,,,
A.A.01.01.AA010174K,汤臣倍健多种维生素咀嚼片(4-10 岁)-超级飞侠连锁专供装（80片）,20250201D,逻辑仓,YY005,药业产成品（珠海）待处理仓,汤臣倍健药业有限公司,2044,2044,0,0,0,,,0,,,
A.A.01.01.AA010174K,汤臣倍健多种维生素咀嚼片(4-10 岁)-超级飞侠连锁专供装（80片）,20250301D,逻辑仓,YY005,药业产成品（珠海）待处理仓,汤臣倍健药业有限公司,2196,2196,0,0,0,,,0,,,
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250419K,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,730,730,0,0,0,,,0,,,
A.A.018.AA0180003,天然博士高钙CPP酪蛋白磷酸肽饮品（30袋）盒装,20250432K,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,746,746,0,0,0,,,0,,,
A.A.001.AA0010042A,汤臣倍健尊耀蛋白粉礼盒（420g+300g）,20250401C,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,19971,19971,0,0,0,,,0,,,
A.A.01.07.AA010721Y,汤臣倍健辅酶Q10维生素E软胶囊小包装升级版（15粒）,20250401G,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,28817,28817,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20250411D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,17916,17916,0,0,0,,,0,,,
A.A.01.01.AA010189G,汤臣倍健B族维生素片（成人）电商专供升级版（60片）,20250403D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,32000,32000,0,0,0,,,0,,,
A.A.01.01.AA010189F,汤臣倍健B族维生素片（成人）电商专供升级版（50片）,20250403D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,7008,7008,0,0,0,,,0,,,
A.A.01.03.AA010306AE,汤臣倍健鱼油软胶囊升级版（200粒）,20250419G,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,9568,9568,0,0,0,,,0,,,
A.A.01.01.AA010168D,汤臣倍健钙铁锌咀嚼片-超级飞侠装（60片）,20250410D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,17620,17620,0,0,0,,,0,,,
A.A.001.AA0010054A,汤臣倍健钙维生素E蛋白粉（520g）,20250413A,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,21984,21984,0,0,0,,,0,,,
A.A.09.02.AA090209,健乐多B族维生素片（30片）,20240101,逻辑仓,SDS031,食代说退货仓,珠海食代说食品有限公司,123,123,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20240101,逻辑仓,SDS031,食代说退货仓,珠海食代说食品有限公司,1,1,0,0,0,,,0,,,
A.A.01.01.AA010163M,汤臣倍健B族维生素片优惠装升级版（100片×2）,20240101,逻辑仓,SDS031,食代说退货仓,珠海食代说食品有限公司,6,6,0,0,0,,,0,,,
F.A.40.FA40577,50元京东E卡(实体卡),250401-01,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,1,1,0,0,0,,,0,,,
F.A.40.FA40578,100元京东E卡(实体卡),250401-01,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,128,128,0,0,0,,,0,,,
A.A.09.01.AA090119C,健乐多补充蛋白质运动营养粉（分离乳清蛋白粉）（香草味）（800g）,20250401A,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,1572,1572,0,0,0,,,0,,,
A.A.01.02.AA010220AR,汤臣倍健钙维生素D维生素K软胶囊彩盒装（120粒）专供品,20250418G,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,13266,13266,0,0,0,,,0,,,
A.A.018.AA0180001A,天然博士DHA藻油凝胶糖果儿童型（20粒）赠品装,20250403G,逻辑仓,BT01,佰腾珠海合格仓 ,广东佰腾药业有限公司,305,305,0,0,0,,,0,,,
A.A.01.07.AA010740,汤臣倍健益生菌固体饮料（成人肠道）（20袋）,20250402P,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,11880,11880,0,0,0,,,0,,,
A.A.023.AA0230016,Life-Space益倍适畅护益生菌固体饮料（100亿，A）（10袋）,20250428P,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,15600,15600,0,0,0,,,0,,,
A.A.058.AA0580012,Yep胶原蛋白肽玫瑰花透明质酸钠口服液（7瓶装),20250409K,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,4182,4182,0,0,0,,,0,,,
A.A.01.03.AA010311F,汤臣倍健大豆磷脂软胶囊升级版（120粒）,20250305G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,184,184,0,0,0,,,0,,,
A.A.06.01.AA060116,健力多多种矿物质维生素D维生素K咀嚼片电商装（90片）,20250401D,逻辑仓,3.1.312,产成品（珠海）待检仓,汤臣倍健股份有限公司,11931,11931,0,0,0,,,0,,,
A.A.006.AA0060003A,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（280片）,20250418N,逻辑仓,BJ038,佰嘉产成品（昆山）合格仓,广东佰嘉药业有限公司,5760,5760,0,0,0,,,0,,,
A.A.018.AA0180003A,天然博士高钙CPP酪蛋白磷酸肽饮品（3袋）体验装,20250421K,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,7418,7418,0,0,0,,,0,,,
A.A.018.AA0180003A,天然博士高钙CPP酪蛋白磷酸肽饮品（3袋）体验装,20250422K,逻辑仓,BT45,佰腾电商珠海合格仓,广东佰腾药业有限公司,12049,12049,0,0,0,,,0,,,
A.A.01.05.AA010520E,汤臣倍健鱼油牛磺酸锌软胶囊-超级飞侠装（90粒）,20250302G,逻辑仓,YY129, 药业产成品（珠海京东特渠）合格仓,汤臣倍健药业有限公司,11,11,0,0,0,,,0,,,
A.A.006.AA0060003D,健力多氨糖硫酸软骨素胶原蛋白肽片彩盒装（60片）,20250429N,逻辑仓,BJ035,佰嘉产成品（成都）合格仓,广东佰嘉药业有限公司,13787,13787,0,0,0,,,0,,,
A.A.001.AA0010053,汤臣倍健金装鱼油软胶囊彩盒装（60粒）,20250402G,逻辑仓,012801.CP009,广州麦优产成品（珠海）合格仓,广州麦优网络科技有限公司,29087,29087,0,0,0,,,0,,,
